Time,precip_mm_ERA5_12km,BARROW AIRPORT,month
2008-02-06,0.022,0.000,Feb
2008-02-07,0.051,0.000,Feb
2008-02-08,0.045,0.000,Feb
2008-02-09,0.052,0.000,Feb
2008-02-10,0.039,0.000,Feb
2008-02-11,0.404,0.254,Feb
2008-02-12,0.324,0.254,Feb
2008-02-13,1.931,0.762,Feb
2008-02-14,0.133,0.254,Feb
2008-02-15,0.066,0.254,Feb
2008-02-16,1.254,0.508,Feb
2008-02-17,0.072,0.254,Feb
2008-02-18,0.986,0.254,Feb
2008-02-19,0.521,0.254,Feb
2008-02-20,2.711,1.778,Feb
2008-02-21,0.216,1.778,Feb
2008-02-22,3.192,0.254,Feb
2008-02-23,0.017,0.000,Feb
2008-02-24,0.020,0.254,Feb
2008-02-25,0.015,0.000,Feb
2008-02-26,0.000,0.000,Feb
2008-02-27,0.045,0.000,Feb
2008-02-28,0.018,0.000,Feb
2008-02-29,0.030,0.000,Feb
2008-03-01,0.015,0.000,Mar
2008-03-02,0.003,0.000,Mar
2008-03-03,0.035,0.000,Mar
2008-03-04,0.536,0.254,Mar
2008-03-05,0.478,0.254,Mar
2008-03-06,0.057,0.000,Mar
2008-03-07,0.103,0.000,Mar
2008-03-08,0.085,0.000,Mar
2008-03-09,0.051,0.000,Mar
2008-03-10,0.008,0.000,Mar
2008-03-11,0.052,0.000,Mar
2008-03-12,0.021,0.000,Mar
2008-03-13,0.023,0.000,Mar
2008-03-14,0.036,0.000,Mar
2008-03-15,0.062,0.000,Mar
2008-03-16,0.133,0.000,Mar
2008-03-17,0.146,0.000,Mar
2008-03-18,0.341,0.000,Mar
2008-03-19,0.054,0.000,Mar
2008-03-20,0.054,0.000,Mar
2008-03-21,0.033,0.000,Mar
2008-03-22,0.054,0.000,Mar
2008-03-23,0.027,0.000,Mar
2008-03-24,0.128,0.000,Mar
2008-03-25,0.000,0.000,Mar
2008-03-26,0.005,0.000,Mar
2008-03-27,0.070,0.000,Mar
2008-03-28,0.045,0.000,Mar
2008-03-29,0.012,0.254,Mar
2008-03-30,0.120,0.254,Mar
2008-03-31,0.085,0.254,Mar
2008-04-01,3.482,1.016,Apr
2008-04-02,1.182,1.270,Apr
2008-04-03,0.236,0.762,Apr
2008-04-04,0.341,0.254,Apr
2008-04-05,6.366,9.144,Apr
2008-04-06,1.465,1.016,Apr
2008-04-07,1.446,0.254,Apr
2008-04-08,0.091,0.762,Apr
2008-04-09,0.045,0.254,Apr
2008-04-10,0.019,0.000,Apr
2008-04-11,0.115,0.000,Apr
2008-04-12,0.032,0.000,Apr
2008-04-13,0.231,0.254,Apr
2008-04-14,1.496,0.254,Apr
2008-04-15,0.243,0.254,Apr
2008-04-16,0.179,0.000,Apr
2008-04-17,0.018,0.000,Apr
2008-04-18,2.022,0.762,Apr
2008-04-19,0.865,0.254,Apr
2008-04-20,0.001,0.254,Apr
2008-04-21,0.066,0.254,Apr
2008-04-22,0.010,0.000,Apr
2008-04-23,0.042,0.000,Apr
2008-04-24,0.039,0.254,Apr
2008-04-25,0.121,0.254,Apr
2008-04-26,3.098,0.254,Apr
2008-04-27,8.594,1.016,Apr
2008-04-28,1.788,1.524,Apr
2008-04-29,0.451,0.508,Apr
2008-04-30,0.133,0.254,Apr
2008-05-01,0.022,0.254,May
2008-05-02,0.566,0.762,May
2008-05-03,0.231,0.762,May
2008-05-04,0.123,0.254,May
2008-05-05,0.092,0.000,May
2008-05-06,0.073,0.000,May
2008-05-07,0.063,0.254,May
2008-05-08,0.075,0.254,May
2008-05-09,0.097,0.254,May
2008-05-10,0.058,0.254,May
2008-05-11,0.101,0.254,May
2008-05-12,0.040,0.000,May
2008-05-13,0.031,0.254,May
2008-05-14,2.092,0.254,May
2008-05-15,0.629,0.254,May
2008-05-16,0.579,0.254,May
2008-05-17,0.026,0.254,May
2008-05-18,0.010,0.000,May
2008-05-19,0.046,0.254,May
2008-05-20,0.013,0.254,May
2008-05-21,0.089,0.000,May
2008-05-22,0.119,0.000,May
2008-05-23,0.117,0.000,May
2008-05-24,0.314,0.762,May
2008-05-25,0.436,0.000,May
2008-05-26,0.449,0.000,May
2008-05-27,2.144,3.556,May
2008-05-28,0.131,0.254,May
2008-05-29,1.413,0.254,May
2008-05-30,0.252,0.254,May
2008-05-31,0.082,0.254,May
2008-06-01,0.011,0.254,Jun
2008-06-02,3.260,0.254,Jun
2008-06-03,0.145,0.000,Jun
2008-06-04,2.352,0.254,Jun
2008-06-05,0.447,7.112,Jun
2008-06-06,0.798,1.016,Jun
2008-06-07,0.242,0.000,Jun
2008-06-08,0.467,0.254,Jun
2008-06-09,1.768,0.254,Jun
2008-06-10,0.874,0.254,Jun
2008-06-11,0.326,0.000,Jun
2008-06-12,0.314,0.000,Jun
2008-06-13,0.178,0.000,Jun
2008-06-14,0.164,0.000,Jun
2008-06-15,2.099,0.254,Jun
2008-06-16,1.154,0.000,Jun
2008-06-17,0.471,0.254,Jun
2008-06-18,0.274,0.254,Jun
2008-06-19,0.077,0.254,Jun
2008-06-20,0.616,1.016,Jun
2008-06-21,1.049,0.254,Jun
2008-06-22,1.241,0.254,Jun
2008-06-23,0.500,0.254,Jun
2008-06-24,2.758,0.254,Jun
2008-06-25,0.455,0.000,Jun
2008-06-26,0.371,0.254,Jun
2008-06-27,0.550,2.032,Jun
2008-06-28,0.745,0.254,Jun
2008-06-29,0.434,0.000,Jun
2008-06-30,0.382,0.254,Jun
2008-07-01,0.634,2.286,Jul
2008-07-02,0.527,0.000,Jul
2008-07-03,0.486,0.000,Jul
2008-07-04,0.593,0.000,Jul
2008-07-05,0.598,0.000,Jul
2008-07-06,0.580,0.000,Jul
2008-07-07,0.434,0.000,Jul
2008-07-08,0.572,0.254,Jul
2008-07-09,0.548,0.000,Jul
2008-07-10,0.685,0.000,Jul
2008-07-11,0.659,0.000,Jul
2008-07-12,0.575,0.000,Jul
2008-07-13,0.814,0.000,Jul
2008-07-14,0.640,0.000,Jul
2008-07-15,0.493,0.254,Jul
2008-07-16,4.144,3.048,Jul
2008-07-17,0.222,0.254,Jul
2008-07-18,0.001,0.000,Jul
2008-07-19,2.979,9.652,Jul
2008-07-20,5.404,1.270,Jul
2008-07-21,15.975,7.112,Jul
2008-07-22,6.908,4.572,Jul
2008-07-23,0.406,0.254,Jul
2008-07-24,0.002,0.000,Jul
2008-07-25,0.429,0.254,Jul
2008-07-26,0.316,0.254,Jul
2008-07-27,0.402,0.000,Jul
2008-07-28,1.135,2.032,Jul
2008-07-29,2.089,0.762,Jul
2008-07-30,2.696,1.778,Jul
2008-07-31,1.428,0.762,Jul
2008-08-01,0.236,0.254,Aug
2008-08-02,0.117,0.254,Aug
2008-08-03,1.654,1.270,Aug
2008-08-04,4.021,3.556,Aug
2008-08-05,0.598,0.254,Aug
2008-08-06,0.828,0.254,Aug
2008-08-07,0.169,0.000,Aug
2008-08-08,0.004,0.254,Aug
2008-08-09,0.072,0.254,Aug
2008-08-10,2.332,2.032,Aug
2008-08-11,1.082,0.254,Aug
2008-08-12,0.067,0.254,Aug
2008-08-13,0.004,0.254,Aug
2008-08-14,0.002,0.254,Aug
2008-08-15,0.042,0.000,Aug
2008-08-16,0.138,0.000,Aug
2008-08-17,0.059,0.254,Aug
2008-08-18,0.000,0.000,Aug
2008-08-19,0.000,0.254,Aug
2008-08-20,0.000,0.254,Aug
2008-08-21,0.001,0.000,Aug
2008-08-22,0.186,0.000,Aug
2008-08-23,0.054,0.000,Aug
2008-08-24,0.030,0.000,Aug
2008-08-25,0.020,0.254,Aug
2008-08-26,0.000,0.000,Aug
2008-08-27,0.239,0.254,Aug
2008-08-28,0.376,0.254,Aug
2008-08-29,0.216,0.254,Aug
2008-08-30,1.415,0.254,Aug
2008-08-31,0.000,0.000,Aug
2008-09-01,0.005,0.254,Sep
2008-09-02,0.009,0.254,Sep
2008-09-03,0.230,0.254,Sep
2008-09-04,0.154,0.254,Sep
2008-09-05,0.017,0.254,Sep
2008-09-06,0.001,0.254,Sep
2008-09-07,0.000,0.254,Sep
2008-09-08,0.002,0.254,Sep
2008-09-09,0.003,0.254,Sep
2008-09-10,0.192,0.254,Sep
2008-09-11,0.288,0.254,Sep
2008-09-12,0.054,0.254,Sep
2008-09-13,0.000,0.254,Sep
2008-09-14,0.000,0.254,Sep
2008-09-15,0.000,0.254,Sep
2008-09-16,0.000,0.000,Sep
2008-09-17,0.000,0.000,Sep
2008-09-18,0.028,0.000,Sep
2008-09-19,0.188,0.254,Sep
2008-09-20,0.344,0.000,Sep
2008-09-21,0.304,0.254,Sep
2008-09-22,0.106,0.254,Sep
2008-09-23,0.037,0.508,Sep
2008-09-24,0.035,0.254,Sep
2008-09-25,0.114,0.254,Sep
2008-09-26,1.382,0.254,Sep
2008-09-27,0.222,0.254,Sep
2008-09-28,0.006,0.000,Sep
2008-09-29,0.001,0.000,Sep
2008-09-30,0.003,0.254,Sep
2008-10-01,0.297,0.508,Oct
2008-10-02,0.500,0.508,Oct
2008-10-03,0.299,0.762,Oct
2008-10-04,1.170,1.778,Oct
2008-10-05,1.839,1.270,Oct
2008-10-06,0.359,0.254,Oct
2008-10-07,0.596,1.016,Oct
2008-10-08,0.236,0.254,Oct
2008-10-09,1.135,2.032,Oct
2008-10-10,1.218,1.016,Oct
2008-10-11,0.547,0.508,Oct
2008-10-12,0.633,0.508,Oct
2008-10-13,0.000,0.762,Oct
2008-10-14,0.203,0.254,Oct
2008-10-15,1.550,0.762,Oct
2008-10-16,0.708,0.508,Oct
2008-10-17,2.502,1.016,Oct
2008-10-18,1.086,0.254,Oct
2008-10-19,0.556,0.254,Oct
2008-10-20,0.338,0.254,Oct
2008-10-21,0.551,1.016,Oct
2008-10-22,0.633,1.524,Oct
2008-10-23,0.028,0.254,Oct
2008-10-24,0.469,0.508,Oct
2008-10-25,0.137,0.762,Oct
2008-10-26,5.882,1.270,Oct
2008-10-27,2.741,0.762,Oct
2008-10-28,5.571,1.270,Oct
2008-10-29,0.860,0.254,Oct
2008-10-30,0.139,0.254,Oct
2008-10-31,0.031,0.254,Oct
2008-11-01,0.056,0.254,Nov
2008-11-02,0.013,0.254,Nov
2008-11-03,0.332,0.254,Nov
2008-11-04,0.571,0.254,Nov
2008-11-05,0.568,0.254,Nov
2008-11-06,0.788,0.254,Nov
2008-11-07,0.837,0.762,Nov
2008-11-08,0.685,0.254,Nov
2008-11-09,0.060,0.254,Nov
2008-11-10,0.057,0.000,Nov
2008-11-11,0.259,0.762,Nov
2008-11-12,0.777,0.508,Nov
2008-11-13,0.893,0.254,Nov
2008-11-14,0.479,0.254,Nov
2008-11-15,0.563,0.254,Nov
2008-11-16,1.051,0.254,Nov
2008-11-17,0.104,0.254,Nov
2008-11-18,0.570,0.254,Nov
2008-11-19,0.479,0.254,Nov
2008-11-20,0.160,0.254,Nov
2008-11-21,0.496,0.254,Nov
2008-11-22,0.334,0.254,Nov
2008-11-23,0.677,0.254,Nov
2008-11-24,1.544,0.254,Nov
2008-11-25,1.669,0.762,Nov
2008-11-26,1.981,1.524,Nov
2008-11-27,0.012,0.254,Nov
2008-11-28,0.010,0.000,Nov
2008-11-29,1.729,0.254,Nov
2008-11-30,5.312,1.270,Nov
2008-12-01,1.354,0.254,Dec
2008-12-02,0.345,0.254,Dec
2008-12-03,0.137,0.000,Dec
2008-12-04,0.063,0.254,Dec
2008-12-05,0.075,0.254,Dec
2008-12-06,0.066,0.254,Dec
2008-12-07,0.012,0.254,Dec
2008-12-08,0.000,0.000,Dec
2008-12-09,0.000,0.000,Dec
2008-12-10,0.000,0.000,Dec
2008-12-11,0.180,0.000,Dec
2008-12-12,0.178,0.254,Dec
2008-12-13,0.698,0.254,Dec
2008-12-14,0.374,0.254,Dec
2008-12-15,1.903,0.508,Dec
2008-12-16,0.003,0.000,Dec
2008-12-17,0.003,0.000,Dec
2008-12-18,1.389,0.254,Dec
2008-12-19,2.983,1.778,Dec
2008-12-20,0.092,0.254,Dec
2008-12-21,0.023,0.254,Dec
2008-12-22,0.000,0.000,Dec
2008-12-23,0.001,0.254,Dec
2008-12-24,0.059,0.254,Dec
2008-12-25,0.322,0.254,Dec
2008-12-26,0.229,0.254,Dec
2008-12-27,0.240,0.254,Dec
2008-12-28,0.144,0.000,Dec
2008-12-29,0.074,0.254,Dec
2008-12-30,0.131,0.254,Dec
2008-12-31,1.520,0.254,Dec
2009-01-01,0.581,0.254,Jan
2009-01-02,0.056,0.000,Jan
2009-01-03,0.177,0.000,Jan
2009-01-04,0.067,0.254,Jan
2009-01-05,0.072,0.254,Jan
2009-01-06,0.059,0.254,Jan
2009-01-07,0.988,0.254,Jan
2009-01-08,0.058,0.000,Jan
2009-01-09,0.028,0.000,Jan
2009-01-10,0.216,0.254,Jan
2009-01-11,0.009,0.000,Jan
2009-01-12,0.003,0.000,Jan
2009-01-13,0.008,0.000,Jan
2009-01-14,0.420,0.254,Jan
2009-01-15,7.592,2.032,Jan
2009-01-16,1.270,1.016,Jan
2009-01-17,7.421,2.286,Jan
2009-01-18,0.362,0.254,Jan
2009-01-19,0.049,0.254,Jan
2009-01-20,0.010,0.000,Jan
2009-01-21,0.003,0.000,Jan
2009-01-22,0.000,0.000,Jan
2009-01-23,0.000,0.000,Jan
2009-01-24,0.036,0.254,Jan
2009-01-25,0.318,0.508,Jan
2009-01-26,0.792,0.254,Jan
2009-01-27,0.788,0.254,Jan
2009-01-28,0.584,0.254,Jan
2009-01-29,0.150,0.000,Jan
2009-01-30,1.167,0.762,Jan
2009-01-31,0.236,0.254,Jan
2009-02-01,0.129,0.000,Feb
2009-02-02,0.118,0.254,Feb
2009-02-03,0.064,0.254,Feb
2009-02-04,0.121,0.000,Feb
2009-02-05,0.245,0.254,Feb
2009-02-06,0.082,0.000,Feb
2009-02-07,0.101,0.000,Feb
2009-02-08,0.099,0.000,Feb
2009-02-09,0.152,0.254,Feb
2009-02-10,0.257,0.000,Feb
2009-02-11,0.237,0.000,Feb
2009-02-12,0.690,0.254,Feb
2009-02-13,6.333,1.524,Feb
2009-02-14,4.809,1.270,Feb
2009-02-15,1.565,0.254,Feb
2009-02-16,4.031,2.032,Feb
2009-02-17,0.349,1.524,Feb
2009-02-18,1.385,0.508,Feb
2009-02-19,3.081,1.270,Feb
2009-02-20,0.049,0.000,Feb
2009-02-21,0.042,0.000,Feb
2009-02-22,0.503,0.508,Feb
2009-02-23,0.940,0.508,Feb
2009-02-24,0.000,0.000,Feb
2009-02-25,0.091,0.254,Feb
2009-02-26,0.723,0.254,Feb
2009-02-27,0.016,0.254,Feb
2009-02-28,3.630,1.524,Feb
2009-03-01,1.707,0.508,Mar
2009-03-02,0.087,0.000,Mar
2009-03-03,0.073,0.000,Mar
2009-03-04,0.118,0.000,Mar
2009-03-05,0.111,0.254,Mar
2009-03-06,0.058,0.254,Mar
2009-03-07,0.022,0.000,Mar
2009-03-08,0.066,0.000,Mar
2009-03-09,0.342,0.254,Mar
2009-03-10,2.249,1.016,Mar
2009-03-11,1.294,0.254,Mar
2009-03-12,0.137,0.000,Mar
2009-03-13,0.199,0.000,Mar
2009-03-14,0.352,0.000,Mar
2009-03-15,0.310,0.000,Mar
2009-03-16,0.188,0.000,Mar
2009-03-17,0.276,0.000,Mar
2009-03-18,0.235,0.254,Mar
2009-03-19,0.114,0.000,Mar
2009-03-20,0.056,0.254,Mar
2009-03-21,0.075,0.000,Mar
2009-03-22,0.063,0.254,Mar
2009-03-23,0.044,0.000,Mar
2009-03-24,0.021,0.000,Mar
2009-03-25,0.025,0.254,Mar
2009-03-26,0.245,0.000,Mar
2009-03-27,0.091,0.254,Mar
2009-03-28,0.058,0.000,Mar
2009-03-29,0.141,0.000,Mar
2009-03-30,0.121,0.000,Mar
2009-03-31,0.390,0.254,Mar
2009-04-01,0.241,1.016,Apr
2009-04-02,1.102,0.254,Apr
2009-04-03,0.343,0.254,Apr
2009-04-04,0.005,0.000,Apr
2009-04-05,0.139,0.000,Apr
2009-04-06,0.231,0.254,Apr
2009-04-07,0.131,0.254,Apr
2009-04-08,0.119,0.000,Apr
2009-04-09,2.795,1.016,Apr
2009-04-10,1.598,0.254,Apr
2009-04-11,0.040,0.000,Apr
2009-04-12,0.329,0.254,Apr
2009-04-13,0.752,0.254,Apr
2009-04-14,0.221,0.508,Apr
2009-04-15,0.256,0.254,Apr
2009-04-16,0.465,0.254,Apr
2009-04-17,1.653,0.254,Apr
2009-04-18,0.142,0.000,Apr
2009-04-19,0.284,0.254,Apr
2009-04-20,0.043,0.254,Apr
2009-04-21,0.388,0.254,Apr
2009-04-22,0.042,0.254,Apr
2009-04-23,5.259,0.508,Apr
2009-04-24,3.198,0.508,Apr
2009-04-25,0.078,0.000,Apr
2009-04-26,3.521,0.508,Apr
2009-04-27,0.105,0.254,Apr
2009-04-28,0.064,0.254,Apr
2009-04-29,0.285,0.000,Apr
2009-04-30,0.052,0.000,Apr
2009-05-01,0.019,0.254,May
2009-05-02,0.002,0.000,May
2009-05-03,0.003,0.000,May
2009-05-04,0.053,0.000,May
2009-05-05,0.046,0.254,May
2009-05-06,0.033,0.254,May
2009-05-07,1.587,0.508,May
2009-05-08,0.111,0.254,May
2009-05-09,0.277,0.254,May
2009-05-10,3.395,1.016,May
2009-05-11,0.207,0.254,May
2009-05-12,0.302,0.254,May
2009-05-13,0.008,0.254,May
2009-05-14,0.026,0.254,May
2009-05-15,0.045,0.254,May
2009-05-16,0.022,0.000,May
2009-05-17,0.356,0.254,May
2009-05-18,0.478,0.254,May
2009-05-19,0.249,0.762,May
2009-05-20,0.103,0.000,May
2009-05-21,0.106,0.000,May
2009-05-22,0.000,0.000,May
2009-05-23,0.000,0.254,May
2009-05-24,0.035,0.254,May
2009-05-25,0.627,0.508,May
2009-05-26,0.021,0.254,May
2009-05-27,0.287,0.000,May
2009-05-28,4.014,1.778,May
2009-05-29,0.047,0.000,May
2009-05-30,1.864,4.572,May
2009-05-31,3.523,2.032,May
2009-06-01,0.844,0.254,Jun
2009-06-02,0.959,0.254,Jun
2009-06-03,4.428,1.270,Jun
2009-06-04,0.503,0.254,Jun
2009-06-05,0.764,0.254,Jun
2009-06-06,10.679,2.286,Jun
2009-06-07,0.597,0.254,Jun
2009-06-08,0.297,0.254,Jun
2009-06-09,0.368,0.000,Jun
2009-06-10,0.261,0.000,Jun
2009-06-11,0.489,0.000,Jun
2009-06-12,0.400,0.000,Jun
2009-06-13,0.159,0.000,Jun
2009-06-14,0.331,0.762,Jun
2009-06-15,0.220,0.000,Jun
2009-06-16,1.488,0.254,Jun
2009-06-17,0.511,0.000,Jun
2009-06-18,0.382,0.000,Jun
2009-06-19,0.117,0.000,Jun
2009-06-20,0.051,0.254,Jun
2009-06-21,0.048,0.254,Jun
2009-06-22,0.355,0.254,Jun
2009-06-23,0.162,0.254,Jun
2009-06-24,0.089,0.254,Jun
2009-06-25,0.020,0.000,Jun
2009-06-26,0.259,0.254,Jun
2009-06-27,0.346,0.000,Jun
2009-06-28,0.110,0.000,Jun
2009-06-29,0.124,0.000,Jun
2009-06-30,0.504,0.254,Jun
2009-07-01,3.180,4.318,Jul
2009-07-02,0.276,0.000,Jul
2009-07-03,0.198,0.000,Jul
2009-07-04,0.141,0.000,Jul
2009-07-05,0.018,0.000,Jul
2009-07-06,0.294,0.254,Jul
2009-07-07,0.917,1.016,Jul
2009-07-08,0.416,0.254,Jul
2009-07-09,1.666,7.366,Jul
2009-07-10,3.142,4.826,Jul
2009-07-11,0.419,0.254,Jul
2009-07-12,0.196,0.000,Jul
2009-07-13,0.285,0.000,Jul
2009-07-14,0.137,0.000,Jul
2009-07-15,0.000,0.000,Jul
2009-07-16,0.060,0.000,Jul
2009-07-17,0.555,0.254,Jul
2009-07-18,0.062,0.000,Jul
2009-07-19,0.100,0.000,Jul
2009-07-20,0.070,0.000,Jul
2009-07-21,0.018,0.254,Jul
2009-07-22,0.055,0.254,Jul
2009-07-23,0.066,0.000,Jul
2009-07-24,0.468,0.000,Jul
2009-07-25,2.099,0.508,Jul
2009-07-26,0.170,0.000,Jul
2009-07-27,1.745,0.000,Jul
2009-07-28,2.971,0.508,Jul
2009-07-29,2.062,0.254,Jul
2009-07-30,0.002,0.254,Jul
2009-07-31,1.948,0.508,Jul
2009-08-01,0.206,0.254,Aug
2009-08-02,0.292,1.016,Aug
2009-08-03,0.032,0.000,Aug
2009-08-04,1.282,0.000,Aug
2009-08-05,0.714,0.000,Aug
2009-08-06,0.069,0.000,Aug
2009-08-07,0.010,0.000,Aug
2009-08-08,4.653,6.350,Aug
2009-08-09,0.396,0.508,Aug
2009-08-10,0.000,0.254,Aug
2009-08-11,0.006,0.762,Aug
2009-08-12,0.027,0.254,Aug
2009-08-13,0.231,0.254,Aug
2009-08-14,5.552,7.874,Aug
2009-08-15,0.482,0.508,Aug
2009-08-16,2.319,4.064,Aug
2009-08-17,0.538,0.254,Aug
2009-08-18,0.062,0.254,Aug
2009-08-19,0.035,0.254,Aug
2009-08-20,0.821,0.254,Aug
2009-08-21,0.050,0.254,Aug
2009-08-22,1.044,0.508,Aug
2009-08-23,0.016,0.254,Aug
2009-08-24,25.667,13.716,Aug
2009-08-25,0.026,0.000,Aug
2009-08-26,0.403,0.254,Aug
2009-08-27,0.072,0.254,Aug
2009-08-28,1.357,1.778,Aug
2009-08-29,4.955,6.604,Aug
2009-08-30,0.941,0.254,Aug
2009-08-31,7.594,9.652,Aug
2009-09-01,0.463,0.254,Sep
2009-09-02,0.015,2.032,Sep
2009-09-03,1.240,4.826,Sep
2009-09-04,0.102,0.254,Sep
2009-09-05,0.096,0.254,Sep
2009-09-06,0.271,0.762,Sep
2009-09-07,0.096,0.254,Sep
2009-09-08,0.035,0.254,Sep
2009-09-09,0.016,0.254,Sep
2009-09-10,0.128,0.254,Sep
2009-09-11,0.290,0.254,Sep
2009-09-12,1.754,5.334,Sep
2009-09-13,0.415,0.508,Sep
2009-09-14,0.002,0.000,Sep
2009-09-15,0.035,0.254,Sep
2009-09-16,0.114,0.000,Sep
2009-09-17,0.026,0.000,Sep
2009-09-18,0.033,0.254,Sep
2009-09-19,1.500,0.254,Sep
2009-09-20,0.326,0.254,Sep
2009-09-21,0.041,0.254,Sep
2009-09-22,0.011,0.254,Sep
2009-09-23,0.015,0.254,Sep
2009-09-24,0.050,0.254,Sep
2009-09-25,0.879,0.254,Sep
2009-09-26,0.465,1.016,Sep
2009-09-27,2.854,0.508,Sep
2009-09-28,0.091,0.254,Sep
2009-09-29,0.057,0.508,Sep
2009-09-30,0.443,0.254,Sep
2009-10-01,0.071,0.000,Oct
2009-10-02,0.009,0.000,Oct
2009-10-03,0.159,0.254,Oct
2009-10-04,0.262,0.254,Oct
2009-10-05,0.057,0.254,Oct
2009-10-06,0.001,0.000,Oct
2009-10-07,0.001,0.254,Oct
2009-10-08,0.001,0.254,Oct
2009-10-09,0.514,0.254,Oct
2009-10-10,0.965,0.254,Oct
2009-10-11,0.326,0.000,Oct
2009-10-12,0.062,0.000,Oct
2009-10-13,0.027,0.000,Oct
2009-10-14,0.009,0.000,Oct
2009-10-15,0.150,0.254,Oct
2009-10-16,0.366,0.508,Oct
2009-10-17,0.448,1.270,Oct
2009-10-18,1.173,0.254,Oct
2009-10-19,0.903,0.762,Oct
2009-10-20,1.219,1.016,Oct
2009-10-21,3.365,2.540,Oct
2009-10-22,2.571,2.540,Oct
2009-10-23,0.476,0.254,Oct
2009-10-24,0.372,0.254,Oct
2009-10-25,2.880,0.254,Oct
2009-10-26,0.753,1.524,Oct
2009-10-27,0.231,0.254,Oct
2009-10-28,1.572,0.254,Oct
2009-10-29,0.029,0.000,Oct
2009-10-30,0.002,0.000,Oct
2009-10-31,0.014,0.254,Oct
2009-11-01,0.106,0.254,Nov
2009-11-02,0.265,0.254,Nov
2009-11-03,0.524,0.254,Nov
2009-11-04,0.108,1.270,Nov
2009-11-05,0.046,1.016,Nov
2009-11-06,0.168,0.254,Nov
2009-11-07,0.003,0.000,Nov
2009-11-08,0.219,0.254,Nov
2009-11-09,0.572,0.254,Nov
2009-11-10,0.955,0.508,Nov
2009-11-11,0.119,0.254,Nov
2009-11-12,0.170,0.254,Nov
2009-11-13,0.691,0.254,Nov
2009-11-14,1.387,0.254,Nov
2009-11-15,0.326,0.254,Nov
2009-11-16,0.102,0.254,Nov
2009-11-17,0.540,0.254,Nov
2009-11-18,0.181,0.254,Nov
2009-11-19,0.729,0.254,Nov
2009-11-20,0.286,0.254,Nov
2009-11-21,0.577,0.000,Nov
2009-11-22,0.082,0.000,Nov
2009-11-23,0.021,0.254,Nov
2009-11-24,0.514,0.254,Nov
2009-11-25,2.653,0.254,Nov
2009-11-26,1.288,0.254,Nov
2009-11-27,2.563,0.254,Nov
2009-11-28,5.771,0.508,Nov
2009-11-29,1.465,0.254,Nov
2009-11-30,1.899,0.762,Nov
2009-12-01,2.284,0.254,Dec
2009-12-02,0.874,0.254,Dec
2009-12-03,0.294,0.254,Dec
2009-12-04,0.040,0.000,Dec
2009-12-05,7.809,3.302,Dec
2009-12-06,5.390,4.064,Dec
2009-12-07,1.073,0.000,Dec
2009-12-08,0.164,0.254,Dec
2009-12-09,0.011,0.254,Dec
2009-12-10,0.200,0.254,Dec
2009-12-11,0.061,0.254,Dec
2009-12-12,0.026,0.254,Dec
2009-12-13,0.040,0.254,Dec
2009-12-14,0.054,0.254,Dec
2009-12-15,0.131,0.254,Dec
2009-12-16,0.610,0.254,Dec
2009-12-17,1.041,0.254,Dec
2009-12-18,0.331,0.254,Dec
2009-12-19,1.854,0.508,Dec
2009-12-20,0.002,0.254,Dec
2009-12-21,0.004,0.000,Dec
2009-12-22,0.000,0.000,Dec
2009-12-23,0.018,0.000,Dec
2009-12-24,0.003,0.254,Dec
2009-12-25,0.003,0.000,Dec
2009-12-26,0.039,0.254,Dec
2009-12-27,0.021,0.000,Dec
2009-12-28,0.052,0.254,Dec
2009-12-29,0.056,0.000,Dec
2009-12-30,0.061,0.254,Dec
2009-12-31,0.022,0.000,Dec
2010-01-01,0.001,0.000,Jan
2010-01-02,0.000,0.000,Jan
2010-01-03,0.088,0.000,Jan
2010-01-04,0.177,0.254,Jan
2010-01-05,0.110,0.254,Jan
2010-01-06,0.110,0.254,Jan
2010-01-07,0.725,0.254,Jan
2010-01-08,0.074,0.000,Jan
2010-01-09,0.079,0.000,Jan
2010-01-10,0.050,0.000,Jan
2010-01-11,0.702,0.254,Jan
2010-01-12,1.394,0.508,Jan
2010-01-13,0.191,0.254,Jan
2010-01-14,0.210,0.000,Jan
2010-01-15,0.780,0.254,Jan
2010-01-16,0.174,0.000,Jan
2010-01-17,0.164,0.000,Jan
2010-01-18,0.070,0.000,Jan
2010-01-19,0.075,0.000,Jan
2010-01-20,0.111,0.254,Jan
2010-01-21,0.734,0.254,Jan
2010-01-22,0.024,0.000,Jan
2010-01-23,0.000,0.000,Jan
2010-01-24,0.020,0.000,Jan
2010-01-25,0.033,0.254,Jan
2010-01-26,0.126,0.254,Jan
2010-01-27,0.017,0.000,Jan
2010-01-28,0.000,0.000,Jan
2010-01-29,0.083,0.000,Jan
2010-01-30,0.078,0.254,Jan
2010-01-31,0.314,0.254,Jan
2010-02-01,0.081,0.254,Feb
2010-02-02,1.227,0.254,Feb
2010-02-03,0.448,0.254,Feb
2010-02-04,0.390,0.254,Feb
2010-02-05,1.097,0.254,Feb
2010-02-06,0.130,0.254,Feb
2010-02-07,1.757,0.508,Feb
2010-02-08,1.624,0.508,Feb
2010-02-09,0.681,0.254,Feb
2010-02-10,0.073,0.254,Feb
2010-02-11,0.492,0.254,Feb
2010-02-12,0.523,0.254,Feb
2010-02-13,0.448,0.254,Feb
2010-02-14,0.264,0.254,Feb
2010-02-15,0.322,0.508,Feb
