,precip_mm_ERA5_4km,FAIRBANKS INTL AP,month
1966-01-10,0.042,0.000,Jan
1966-01-11,0.000,0.000,Jan
1966-01-12,0.000,0.000,Jan
1966-01-13,0.000,0.000,Jan
1966-01-14,0.000,0.000,Jan
1966-01-15,0.000,0.000,Jan
1966-01-16,0.000,0.000,Jan
1966-01-17,0.000,0.000,Jan
1966-01-18,0.000,0.000,Jan
1966-01-19,0.039,0.254,Jan
1966-01-20,0.094,0.254,Jan
1966-01-21,0.000,0.000,Jan
1966-01-22,0.000,0.000,Jan
1966-01-23,0.000,0.000,Jan
1966-01-24,0.000,0.000,Jan
1966-01-25,0.000,0.000,Jan
1966-01-26,0.000,0.000,Jan
1966-01-27,0.000,0.000,Jan
1966-01-28,0.000,0.000,Jan
1966-01-29,0.000,0.000,Jan
1966-01-30,0.009,0.254,Jan
1966-01-31,0.082,0.000,Jan
1966-02-01,0.000,0.000,Feb
1966-02-02,0.081,0.254,Feb
1966-02-03,0.165,0.254,Feb
1966-02-04,0.282,0.254,Feb
1966-02-05,0.017,0.254,Feb
1966-02-06,1.579,1.270,Feb
1966-02-07,0.068,0.254,Feb
1966-02-08,0.152,0.254,Feb
1966-02-09,0.025,0.254,Feb
1966-02-10,2.278,0.508,Feb
1966-02-11,9.652,21.844,Feb
1966-02-12,3.767,7.620,Feb
1966-02-13,6.837,7.874,Feb
1966-02-14,0.010,0.254,Feb
1966-02-15,3.058,4.572,Feb
1966-02-16,0.516,0.254,Feb
1966-02-17,0.014,0.254,Feb
1966-02-18,0.002,0.254,Feb
1966-02-19,0.000,0.000,Feb
1966-02-20,0.001,0.254,Feb
1966-02-21,0.148,0.000,Feb
1966-02-22,0.458,0.254,Feb
1966-02-23,0.007,0.000,Feb
1966-02-24,0.046,0.000,Feb
1966-02-25,0.007,0.000,Feb
1966-02-26,0.052,0.254,Feb
1966-02-27,1.817,0.254,Feb
1966-02-28,0.432,0.254,Feb
1966-03-01,0.039,0.000,Mar
1966-03-02,0.000,0.000,Mar
1966-03-03,0.000,0.000,Mar
1966-03-04,0.003,0.000,Mar
1966-03-05,0.074,1.016,Mar
1966-03-06,2.405,1.778,Mar
1966-03-07,0.125,0.254,Mar
1966-03-08,0.042,0.000,Mar
1966-03-09,0.157,0.254,Mar
1966-03-10,0.081,0.000,Mar
1966-03-11,0.246,0.000,Mar
1966-03-12,3.055,0.762,Mar
1966-03-13,0.114,0.762,Mar
1966-03-14,0.398,0.254,Mar
1966-03-15,0.006,0.000,Mar
1966-03-16,0.215,0.254,Mar
1966-03-17,0.062,0.000,Mar
1966-03-18,0.902,0.254,Mar
1966-03-19,1.505,2.286,Mar
1966-03-20,0.235,0.254,Mar
1966-03-21,0.006,0.000,Mar
1966-03-22,0.009,0.000,Mar
1966-03-23,1.558,0.762,Mar
1966-03-24,0.468,0.000,Mar
1966-03-25,0.117,0.000,Mar
1966-03-26,0.191,0.762,Mar
1966-03-27,0.015,0.000,Mar
1966-03-28,0.255,0.000,Mar
1966-03-29,0.008,0.000,Mar
1966-03-30,0.110,0.000,Mar
1966-03-31,0.004,0.000,Mar
1966-04-01,0.026,0.000,Apr
1966-04-02,0.050,0.000,Apr
1966-04-03,0.200,0.000,Apr
1966-04-04,0.489,0.254,Apr
1966-04-05,0.031,0.000,Apr
1966-04-06,0.004,0.000,Apr
1966-04-07,0.071,0.000,Apr
1966-04-08,0.005,0.000,Apr
1966-04-09,0.000,0.000,Apr
1966-04-10,0.001,0.000,Apr
1966-04-11,1.959,1.270,Apr
1966-04-12,1.138,0.254,Apr
1966-04-13,0.013,0.000,Apr
1966-04-14,0.086,0.000,Apr
1966-04-15,0.232,0.000,Apr
1966-04-16,0.040,0.000,Apr
1966-04-17,0.268,0.000,Apr
1966-04-18,9.125,5.080,Apr
1966-04-19,2.081,1.524,Apr
1966-04-20,0.128,0.254,Apr
1966-04-21,0.013,0.000,Apr
1966-04-22,0.006,0.000,Apr
1966-04-23,0.096,0.000,Apr
1966-04-24,0.055,0.000,Apr
1966-04-25,0.000,0.000,Apr
1966-04-26,0.000,0.000,Apr
1966-04-27,0.000,0.000,Apr
1966-04-28,0.021,0.000,Apr
1966-04-29,0.146,0.000,Apr
1966-04-30,0.017,0.000,Apr
1966-05-01,0.000,0.000,May
1966-05-02,0.000,0.000,May
1966-05-03,0.035,0.000,May
1966-05-04,0.068,0.254,May
1966-05-05,0.268,0.000,May
1966-05-06,0.154,0.254,May
1966-05-07,0.444,0.762,May
1966-05-08,3.527,1.524,May
1966-05-09,0.087,0.254,May
1966-05-10,2.614,0.254,May
1966-05-11,0.019,0.000,May
1966-05-12,0.000,0.000,May
1966-05-13,0.189,0.000,May
1966-05-14,4.338,0.254,May
1966-05-15,7.306,2.032,May
1966-05-16,2.162,1.524,May
1966-05-17,0.382,0.254,May
1966-05-18,2.862,0.254,May
1966-05-19,1.163,0.508,May
1966-05-20,0.084,0.254,May
1966-05-21,0.849,0.000,May
1966-05-22,4.274,0.254,May
1966-05-23,0.536,0.000,May
1966-05-24,2.875,0.254,May
1966-05-25,1.135,0.254,May
1966-05-26,0.364,0.254,May
1966-05-27,5.269,0.254,May
1966-05-28,2.306,1.524,May
1966-05-29,0.240,0.508,May
1966-05-30,0.740,0.762,May
1966-05-31,1.130,0.254,May
1966-06-01,0.830,0.000,Jun
1966-06-02,0.001,0.000,Jun
1966-06-03,0.220,0.254,Jun
1966-06-04,0.116,0.000,Jun
1966-06-05,0.249,0.254,Jun
1966-06-06,4.677,0.000,Jun
1966-06-07,0.024,0.000,Jun
1966-06-08,0.000,0.000,Jun
1966-06-09,1.451,0.000,Jun
1966-06-10,0.008,0.508,Jun
1966-06-11,0.911,0.254,Jun
1966-06-12,0.725,0.762,Jun
1966-06-13,0.017,0.254,Jun
1966-06-14,3.507,0.000,Jun
1966-06-15,0.065,0.000,Jun
1966-06-16,0.309,0.254,Jun
1966-06-17,0.079,0.254,Jun
1966-06-18,0.200,2.032,Jun
1966-06-19,4.537,0.254,Jun
1966-06-20,0.391,0.254,Jun
1966-06-21,6.770,0.254,Jun
1966-06-22,0.022,0.254,Jun
1966-06-23,0.012,0.000,Jun
1966-06-24,0.000,0.000,Jun
1966-06-25,0.550,0.254,Jun
1966-06-26,6.184,1.016,Jun
1966-06-27,1.317,0.000,Jun
1966-06-28,0.000,0.000,Jun
1966-06-29,0.176,0.000,Jun
1966-06-30,0.002,0.254,Jun
1966-07-01,0.000,0.000,Jul
1966-07-02,3.163,0.254,Jul
1966-07-03,0.272,0.254,Jul
1966-07-04,0.452,0.254,Jul
1966-07-05,1.142,0.508,Jul
1966-07-06,0.695,0.762,Jul
1966-07-07,7.913,4.318,Jul
1966-07-08,0.206,0.254,Jul
1966-07-09,3.913,3.302,Jul
1966-07-10,4.052,4.826,Jul
1966-07-11,0.128,0.254,Jul
1966-07-12,1.312,0.000,Jul
1966-07-13,4.065,0.000,Jul
1966-07-14,0.000,0.000,Jul
1966-07-15,0.126,0.000,Jul
1966-07-16,0.000,0.000,Jul
1966-07-17,0.010,3.810,Jul
1966-07-18,8.367,2.032,Jul
1966-07-19,0.000,0.000,Jul
1966-07-20,0.000,0.000,Jul
1966-07-21,0.000,0.000,Jul
1966-07-22,0.000,0.254,Jul
1966-07-23,0.000,0.000,Jul
1966-07-24,0.000,0.000,Jul
1966-07-25,0.000,0.000,Jul
1966-07-26,0.001,0.000,Jul
1966-07-27,0.000,0.254,Jul
1966-07-28,0.000,0.000,Jul
1966-07-29,0.000,0.000,Jul
1966-07-30,0.000,1.016,Jul
1966-07-31,0.414,0.254,Jul
1966-08-01,1.807,0.254,Aug
1966-08-02,3.141,0.254,Aug
1966-08-03,0.194,0.254,Aug
1966-08-04,0.804,0.254,Aug
1966-08-05,0.000,0.000,Aug
1966-08-06,0.002,0.000,Aug
1966-08-07,0.000,0.000,Aug
1966-08-08,0.000,0.000,Aug
1966-08-09,0.000,0.000,Aug
1966-08-10,0.000,0.000,Aug
1966-08-11,0.000,0.000,Aug
1966-08-12,0.000,0.000,Aug
1966-08-13,0.000,0.000,Aug
1966-08-14,7.089,0.000,Aug
1966-08-15,0.349,0.000,Aug
1966-08-16,5.101,5.588,Aug
1966-08-17,2.582,2.794,Aug
1966-08-18,1.591,0.254,Aug
1966-08-19,0.547,0.254,Aug
1966-08-20,0.658,0.000,Aug
1966-08-21,1.039,0.000,Aug
1966-08-22,0.541,0.000,Aug
1966-08-23,1.638,0.254,Aug
1966-08-24,1.487,3.810,Aug
1966-08-25,1.689,0.508,Aug
1966-08-26,0.000,0.000,Aug
1966-08-27,0.000,0.000,Aug
1966-08-28,0.111,0.254,Aug
1966-08-29,1.459,1.524,Aug
1966-08-30,2.204,0.000,Aug
1966-08-31,0.020,0.000,Aug
1966-09-01,0.014,0.254,Sep
1966-09-02,1.316,0.000,Sep
1966-09-03,0.098,0.254,Sep
1966-09-04,0.000,0.254,Sep
1966-09-05,0.041,0.000,Sep
1966-09-06,0.042,0.254,Sep
1966-09-07,0.366,0.000,Sep
1966-09-08,0.001,0.254,Sep
1966-09-09,0.562,0.000,Sep
1966-09-10,0.000,0.000,Sep
1966-09-11,0.067,0.254,Sep
1966-09-12,4.886,3.048,Sep
1966-09-13,0.341,0.254,Sep
1966-09-14,2.683,0.508,Sep
1966-09-15,0.582,0.000,Sep
1966-09-16,0.187,0.000,Sep
1966-09-17,0.000,0.000,Sep
1966-09-18,0.172,0.000,Sep
1966-09-19,0.543,0.000,Sep
1966-09-20,0.040,0.254,Sep
1966-09-21,1.244,0.254,Sep
1966-09-22,0.004,0.000,Sep
1966-09-23,0.000,0.000,Sep
1966-09-24,0.002,0.000,Sep
1966-09-25,0.152,0.000,Sep
1966-09-26,2.950,0.000,Sep
1966-09-27,0.118,0.000,Sep
1966-09-28,0.000,0.000,Sep
1966-09-29,0.059,0.000,Sep
1966-09-30,0.034,0.000,Sep
1966-10-01,0.344,0.000,Oct
1966-10-02,1.628,0.000,Oct
1966-10-03,0.468,0.508,Oct
1966-10-04,1.746,0.254,Oct
1966-10-05,0.009,0.000,Oct
1966-10-06,0.145,0.254,Oct
1966-10-07,0.125,1.016,Oct
1966-10-08,1.892,0.254,Oct
1966-10-09,3.067,0.000,Oct
1966-10-10,1.793,1.778,Oct
1966-10-11,0.000,0.254,Oct
1966-10-12,0.003,0.000,Oct
1966-10-13,0.784,0.254,Oct
1966-10-14,3.089,0.254,Oct
1966-10-15,0.034,0.254,Oct
1966-10-16,0.592,0.254,Oct
1966-10-17,0.375,0.254,Oct
1966-10-18,1.130,0.254,Oct
1966-10-19,0.095,0.254,Oct
1966-10-20,0.140,1.270,Oct
1966-10-21,0.000,0.254,Oct
1966-10-22,0.000,0.254,Oct
1966-10-23,0.101,0.000,Oct
1966-10-24,0.000,0.000,Oct
1966-10-25,0.148,0.000,Oct
1966-10-26,0.856,0.254,Oct
1966-10-27,0.018,0.254,Oct
1966-10-28,0.000,0.000,Oct
1966-10-29,0.000,0.254,Oct
1966-10-30,0.036,0.254,Oct
1966-10-31,1.079,2.286,Oct
1966-11-01,1.982,0.000,Nov
1966-11-02,0.187,0.000,Nov
1966-11-03,0.051,2.286,Nov
1966-11-04,5.986,1.778,Nov
1966-11-05,4.499,2.032,Nov
1966-11-06,3.059,1.016,Nov
1966-11-07,0.181,0.254,Nov
1966-11-08,1.546,2.032,Nov
1966-11-09,0.084,0.000,Nov
1966-11-10,0.000,0.000,Nov
1966-11-11,0.000,0.000,Nov
1966-11-12,0.002,0.000,Nov
1966-11-13,0.003,0.000,Nov
1966-11-14,0.000,0.000,Nov
1966-11-15,0.023,0.254,Nov
1966-11-16,0.107,0.254,Nov
1966-11-17,7.340,10.414,Nov
1966-11-18,4.411,7.620,Nov
1966-11-19,2.450,1.778,Nov
1966-11-20,9.557,11.938,Nov
1966-11-21,7.773,3.302,Nov
1966-11-22,6.109,4.572,Nov
1966-11-23,3.249,1.016,Nov
1966-11-24,2.435,1.016,Nov
1966-11-25,1.411,1.524,Nov
1966-11-26,0.131,0.254,Nov
1966-11-27,0.000,0.000,Nov
1966-11-28,0.000,0.000,Nov
1966-11-29,0.001,0.000,Nov
1966-11-30,0.006,0.254,Nov
1966-12-01,0.159,0.254,Dec
1966-12-02,0.004,0.000,Dec
1966-12-03,0.010,0.254,Dec
1966-12-04,0.324,0.254,Dec
1966-12-05,0.125,0.254,Dec
1966-12-06,0.050,0.254,Dec
1966-12-07,0.001,0.000,Dec
1966-12-08,0.000,0.000,Dec
1966-12-09,0.000,0.000,Dec
1966-12-10,0.000,0.000,Dec
1966-12-11,0.000,0.000,Dec
1966-12-12,0.000,0.000,Dec
1966-12-13,0.000,0.000,Dec
1966-12-14,0.001,0.000,Dec
1966-12-15,0.016,0.254,Dec
1966-12-16,0.007,0.000,Dec
1966-12-17,0.014,0.254,Dec
1966-12-18,0.646,0.254,Dec
1966-12-19,1.420,0.000,Dec
1966-12-20,0.377,0.254,Dec
1966-12-21,0.043,0.000,Dec
1966-12-22,0.036,0.000,Dec
1966-12-23,0.223,0.254,Dec
1966-12-24,2.464,2.032,Dec
1966-12-25,0.000,0.000,Dec
1966-12-26,0.679,0.000,Dec
1966-12-27,0.078,0.000,Dec
1966-12-28,1.041,1.778,Dec
1966-12-29,0.465,0.254,Dec
1966-12-30,2.217,0.254,Dec
1966-12-31,0.021,0.254,Dec
1967-01-01,1.119,0.508,Jan
1967-01-02,3.625,2.032,Jan
1967-01-03,1.453,0.254,Jan
1967-01-04,0.650,0.762,Jan
1967-01-05,1.519,0.508,Jan
1967-01-06,1.415,0.000,Jan
1967-01-07,0.047,0.000,Jan
1967-01-08,0.014,0.000,Jan
1967-01-09,0.070,0.254,Jan
1967-01-10,0.319,1.016,Jan
1967-01-11,0.003,0.254,Jan
1967-01-12,0.003,0.000,Jan
1967-01-13,0.000,0.000,Jan
1967-01-14,0.000,0.000,Jan
1967-01-15,0.000,0.000,Jan
1967-01-16,0.211,0.254,Jan
1967-01-17,0.003,0.000,Jan
1967-01-18,0.000,0.000,Jan
1967-01-19,0.018,0.000,Jan
1967-01-20,0.157,0.254,Jan
1967-01-21,0.889,1.270,Jan
1967-01-22,0.998,0.254,Jan
1967-01-23,0.095,0.254,Jan
1967-01-24,0.815,2.286,Jan
1967-01-25,0.468,1.016,Jan
1967-01-26,0.554,0.254,Jan
1967-01-27,0.016,0.000,Jan
1967-01-28,0.000,0.000,Jan
1967-01-29,0.000,0.000,Jan
1967-01-30,0.000,0.000,Jan
1967-01-31,0.001,0.000,Jan
1967-02-01,0.129,0.508,Feb
1967-02-02,0.053,0.000,Feb
1967-02-03,0.000,0.000,Feb
1967-02-04,0.317,0.508,Feb
1967-02-05,0.028,0.000,Feb
1967-02-06,0.028,0.000,Feb
1967-02-07,0.553,1.270,Feb
1967-02-08,0.005,0.000,Feb
1967-02-09,0.045,0.254,Feb
1967-02-10,1.563,0.762,Feb
1967-02-11,0.110,0.000,Feb
1967-02-12,0.183,0.508,Feb
1967-02-13,0.149,0.254,Feb
1967-02-14,0.166,0.254,Feb
1967-02-15,0.000,0.000,Feb
1967-02-16,0.046,0.254,Feb
1967-02-17,0.034,0.254,Feb
1967-02-18,0.670,0.254,Feb
1967-02-19,0.430,1.524,Feb
1967-02-20,0.028,0.000,Feb
1967-02-21,0.035,0.000,Feb
1967-02-22,1.397,0.254,Feb
1967-02-23,1.967,0.508,Feb
1967-02-24,0.276,0.254,Feb
1967-02-25,0.000,0.000,Feb
1967-02-26,0.006,0.000,Feb
1967-02-27,0.126,0.000,Feb
1967-02-28,0.318,0.254,Feb
1967-03-01,0.216,0.508,Mar
1967-03-02,9.678,3.302,Mar
1967-03-03,0.987,2.540,Mar
1967-03-04,9.047,6.604,Mar
1967-03-05,5.174,2.794,Mar
1967-03-06,0.016,0.000,Mar
1967-03-07,2.965,3.810,Mar
1967-03-08,0.042,0.254,Mar
1967-03-09,0.047,0.254,Mar
1967-03-10,0.125,0.254,Mar
1967-03-11,2.379,2.286,Mar
1967-03-12,2.827,0.762,Mar
1967-03-13,1.596,1.778,Mar
1967-03-14,0.072,0.254,Mar
1967-03-15,0.031,0.000,Mar
1967-03-16,0.183,0.000,Mar
1967-03-17,0.054,0.000,Mar
1967-03-18,1.427,0.254,Mar
1967-03-19,0.002,0.000,Mar
1967-03-20,1.946,0.762,Mar
1967-03-21,7.019,5.588,Mar
1967-03-22,0.000,0.000,Mar
1967-03-23,0.000,0.000,Mar
1967-03-24,0.000,0.000,Mar
1967-03-25,0.000,0.000,Mar
1967-03-26,0.000,0.000,Mar
1967-03-27,0.155,0.254,Mar
1967-03-28,2.144,1.016,Mar
1967-03-29,2.434,1.016,Mar
1967-03-30,8.464,10.160,Mar
1967-03-31,20.209,5.334,Mar
1967-04-01,8.979,3.302,Apr
1967-04-02,2.389,1.778,Apr
1967-04-03,5.413,2.286,Apr
1967-04-04,8.065,3.048,Apr
1967-04-05,5.418,1.778,Apr
1967-04-06,3.039,0.254,Apr
1967-04-07,0.551,0.254,Apr
1967-04-08,0.541,0.254,Apr
1967-04-09,0.822,0.000,Apr
1967-04-10,0.111,0.254,Apr
1967-04-11,1.349,0.254,Apr
1967-04-12,0.032,0.000,Apr
1967-04-13,2.913,5.080,Apr
1967-04-14,0.831,0.254,Apr
1967-04-15,0.015,0.254,Apr
1967-04-16,3.752,0.254,Apr
1967-04-17,0.944,0.508,Apr
1967-04-18,0.029,0.000,Apr
1967-04-19,0.018,0.254,Apr
1967-04-20,0.501,0.254,Apr
1967-04-21,0.531,0.508,Apr
1967-04-22,5.131,2.794,Apr
1967-04-23,0.948,0.254,Apr
1967-04-24,0.433,0.254,Apr
1967-04-25,0.121,0.000,Apr
1967-04-26,0.000,0.000,Apr
1967-04-27,0.016,0.000,Apr
1967-04-28,0.010,0.000,Apr
1967-04-29,0.000,0.000,Apr
1967-04-30,0.074,0.000,Apr
1967-05-01,0.178,0.000,May
1967-05-02,0.039,0.000,May
1967-05-03,0.206,0.000,May
1967-05-04,0.000,0.254,May
1967-05-05,4.389,0.508,May
1967-05-06,0.000,0.000,May
1967-05-07,0.000,0.000,May
1967-05-08,0.302,0.000,May
1967-05-09,0.074,0.000,May
1967-05-10,2.762,1.524,May
1967-05-11,0.000,0.000,May
1967-05-12,0.075,0.000,May
1967-05-13,0.000,0.000,May
1967-05-14,0.112,0.000,May
1967-05-15,2.748,0.254,May
1967-05-16,0.000,0.000,May
1967-05-17,0.000,0.000,May
1967-05-18,1.539,0.254,May
1967-05-19,2.496,0.000,May
1967-05-20,0.329,0.000,May
1967-05-21,1.530,1.270,May
1967-05-22,2.314,1.524,May
1967-05-23,0.880,0.254,May
1967-05-24,0.002,0.254,May
1967-05-25,3.033,2.032,May
1967-05-26,0.341,0.254,May
1967-05-27,3.782,0.254,May
1967-05-28,6.756,3.048,May
1967-05-29,0.194,0.762,May
1967-05-30,0.006,0.000,May
1967-05-31,4.288,0.254,May
1967-06-01,1.533,1.016,Jun
1967-06-02,0.920,1.778,Jun
1967-06-03,0.417,0.254,Jun
1967-06-04,1.014,0.254,Jun
1967-06-05,2.980,0.254,Jun
1967-06-06,4.351,0.254,Jun
1967-06-07,0.637,0.000,Jun
1967-06-08,0.022,0.000,Jun
1967-06-09,0.031,0.508,Jun
1967-06-10,0.000,0.000,Jun
1967-06-11,0.000,0.000,Jun
1967-06-12,0.001,0.000,Jun
1967-06-13,0.125,0.000,Jun
1967-06-14,0.528,0.000,Jun
1967-06-15,18.992,0.000,Jun
1967-06-16,0.000,0.000,Jun
1967-06-17,0.000,0.000,Jun
1967-06-18,0.012,0.254,Jun
1967-06-19,0.005,5.842,Jun
1967-06-20,0.478,0.508,Jun
1967-06-21,1.945,7.874,Jun
1967-06-22,0.919,0.254,Jun
1967-06-23,0.000,0.254,Jun
1967-06-24,0.000,0.000,Jun
1967-06-25,0.000,0.000,Jun
1967-06-26,0.000,0.254,Jun
1967-06-27,0.151,0.000,Jun
1967-06-28,4.785,0.508,Jun
1967-06-29,3.506,6.096,Jun
1967-06-30,3.043,4.318,Jun
1967-07-01,1.183,0.000,Jul
1967-07-02,2.515,1.524,Jul
1967-07-03,4.246,2.286,Jul
1967-07-04,0.852,0.762,Jul
1967-07-05,1.871,1.016,Jul
1967-07-06,2.325,0.000,Jul
1967-07-07,0.082,0.254,Jul
1967-07-08,0.424,0.254,Jul
1967-07-09,0.011,1.016,Jul
1967-07-10,0.000,0.000,Jul
1967-07-11,0.000,0.000,Jul
1967-07-12,0.000,0.000,Jul
1967-07-13,0.000,0.000,Jul
1967-07-14,1.697,0.508,Jul
1967-07-15,0.574,0.254,Jul
1967-07-16,3.985,0.254,Jul
1967-07-17,0.702,0.508,Jul
1967-07-18,2.626,0.762,Jul
1967-07-19,8.861,5.334,Jul
1967-07-20,14.085,7.620,Jul
1967-07-21,6.696,7.112,Jul
1967-07-22,8.020,14.224,Jul
1967-07-23,0.053,0.254,Jul
1967-07-24,16.325,32.258,Jul
1967-07-25,11.811,2.286,Jul
1967-07-26,7.937,4.826,Jul
1967-07-27,0.014,0.762,Jul
1967-07-28,0.258,0.762,Jul
1967-07-29,0.004,0.000,Jul
1967-07-30,0.071,0.762,Jul
1967-07-31,2.192,0.254,Jul
1967-08-01,4.828,0.508,Aug
1967-08-02,0.000,0.000,Aug
1967-08-03,0.000,0.000,Aug
1967-08-04,0.000,0.000,Aug
1967-08-05,0.000,0.000,Aug
1967-08-06,0.000,0.000,Aug
1967-08-07,0.869,0.000,Aug
1967-08-08,0.992,0.508,Aug
1967-08-09,9.108,14.224,Aug
1967-08-10,0.404,1.270,Aug
1967-08-11,20.839,22.098,Aug
1967-08-12,48.145,86.868,Aug
1967-08-13,8.965,17.526,Aug
1967-08-14,24.729,11.938,Aug
1967-08-15,16.676,1.778,Aug
1967-08-16,0.046,0.254,Aug
1967-08-17,3.555,0.000,Aug
1967-08-18,0.016,0.000,Aug
1967-08-19,0.921,0.254,Aug
1967-08-20,1.640,0.000,Aug
1967-08-21,0.319,0.254,Aug
1967-08-22,0.537,0.254,Aug
1967-08-23,0.374,0.000,Aug
1967-08-24,0.061,0.254,Aug
1967-08-25,0.023,0.000,Aug
1967-08-26,0.003,0.254,Aug
1967-08-27,0.314,0.254,Aug
1967-08-28,0.000,0.000,Aug
1967-08-29,0.077,0.254,Aug
1967-08-30,1.927,0.000,Aug
1967-08-31,0.487,0.254,Aug
1967-09-01,3.833,0.254,Sep
1967-09-02,0.920,0.254,Sep
1967-09-03,0.202,0.254,Sep
1967-09-04,0.752,0.254,Sep
1967-09-05,0.843,0.254,Sep
1967-09-06,0.184,0.000,Sep
1967-09-07,0.678,0.000,Sep
1967-09-08,0.643,0.000,Sep
1967-09-09,0.000,0.000,Sep
1967-09-10,0.016,2.540,Sep
1967-09-11,0.119,3.556,Sep
1967-09-12,0.499,0.000,Sep
1967-09-13,0.152,0.000,Sep
1967-09-14,0.270,0.254,Sep
1967-09-15,0.114,0.000,Sep
1967-09-16,0.081,0.000,Sep
1967-09-17,2.821,0.254,Sep
1967-09-18,4.193,0.254,Sep
1967-09-19,0.238,0.000,Sep
1967-09-20,0.000,0.000,Sep
1967-09-21,0.000,0.000,Sep
1967-09-22,0.000,0.000,Sep
1967-09-23,0.000,0.000,Sep
1967-09-24,0.023,0.000,Sep
1967-09-25,0.274,0.000,Sep
1967-09-26,0.846,0.000,Sep
1967-09-27,3.426,0.000,Sep
1967-09-28,0.003,0.000,Sep
1967-09-29,0.000,0.000,Sep
1967-09-30,0.000,0.000,Sep
1967-10-01,0.018,0.254,Oct
1967-10-02,0.182,0.762,Oct
1967-10-03,3.101,0.762,Oct
1967-10-04,0.000,0.000,Oct
1967-10-05,0.000,0.000,Oct
1967-10-06,0.000,0.000,Oct
1967-10-07,0.000,0.000,Oct
1967-10-08,0.001,0.000,Oct
1967-10-09,0.644,0.254,Oct
1967-10-10,0.000,0.000,Oct
1967-10-11,0.001,0.000,Oct
1967-10-12,0.000,0.000,Oct
1967-10-13,0.007,0.254,Oct
1967-10-14,0.207,0.000,Oct
1967-10-15,1.105,0.000,Oct
1967-10-16,0.109,0.254,Oct
1967-10-17,0.052,0.254,Oct
1967-10-18,0.087,0.000,Oct
1967-10-19,0.000,0.000,Oct
1967-10-20,2.104,0.254,Oct
1967-10-21,0.001,0.000,Oct
1967-10-22,1.475,2.794,Oct
1967-10-23,0.447,0.508,Oct
1967-10-24,2.493,0.762,Oct
1967-10-25,0.304,1.270,Oct
1967-10-26,0.247,0.000,Oct
1967-10-27,0.875,0.762,Oct
1967-10-28,0.933,0.508,Oct
1967-10-29,0.023,0.254,Oct
1967-10-30,0.145,0.254,Oct
1967-10-31,0.069,0.254,Oct
1967-11-01,0.042,0.000,Nov
1967-11-02,0.111,0.000,Nov
1967-11-03,0.759,0.000,Nov
1967-11-04,3.505,2.286,Nov
1967-11-05,2.189,0.254,Nov
1967-11-06,0.209,0.254,Nov
1967-11-07,0.032,0.508,Nov
1967-11-08,0.000,0.000,Nov
1967-11-09,0.000,0.000,Nov
1967-11-10,0.000,0.000,Nov
1967-11-11,0.876,0.508,Nov
1967-11-12,6.008,5.588,Nov
1967-11-13,1.667,1.270,Nov
1967-11-14,1.532,0.508,Nov
1967-11-15,0.224,0.254,Nov
1967-11-16,0.241,0.000,Nov
1967-11-17,1.948,0.254,Nov
1967-11-18,1.131,1.270,Nov
1967-11-19,1.634,4.318,Nov
1967-11-20,5.603,0.254,Nov
1967-11-21,0.048,2.540,Nov
1967-11-22,4.529,1.270,Nov
1967-11-23,0.875,1.778,Nov
1967-11-24,0.774,0.254,Nov
1967-11-25,0.084,0.254,Nov
1967-11-26,0.000,0.000,Nov
1967-11-27,0.000,0.000,Nov
1967-11-28,1.966,0.762,Nov
1967-11-29,0.670,0.254,Nov
1967-11-30,0.325,0.254,Nov
1967-12-01,0.075,0.254,Dec
1967-12-02,0.238,0.762,Dec
1967-12-03,0.305,0.508,Dec
1967-12-04,0.016,0.254,Dec
1967-12-05,0.013,0.254,Dec
1967-12-06,0.000,0.000,Dec
1967-12-07,0.003,0.254,Dec
1967-12-08,0.198,0.000,Dec
1967-12-09,0.614,0.254,Dec
1967-12-10,1.492,0.508,Dec
1967-12-11,0.114,0.254,Dec
1967-12-12,1.070,0.000,Dec
1967-12-13,4.937,0.254,Dec
1967-12-14,0.488,0.762,Dec
1967-12-15,6.885,5.588,Dec
1967-12-16,1.659,1.778,Dec
1967-12-17,1.148,1.016,Dec
1967-12-18,3.817,3.302,Dec
1967-12-19,3.581,1.778,Dec
1967-12-20,0.129,0.762,Dec
1967-12-21,0.133,0.254,Dec
1967-12-22,0.000,0.000,Dec
1967-12-23,0.000,0.000,Dec
1967-12-24,0.000,0.000,Dec
1967-12-25,0.000,0.000,Dec
1967-12-26,1.650,0.254,Dec
1967-12-27,4.531,3.302,Dec
1967-12-28,2.836,0.254,Dec
1967-12-29,19.871,9.144,Dec
1967-12-30,3.860,1.778,Dec
1967-12-31,1.225,2.286,Dec
1968-01-01,0.002,0.000,Jan
1968-01-02,0.669,1.016,Jan
1968-01-03,0.357,0.254,Jan
1968-01-04,0.195,0.508,Jan
1968-01-05,1.346,1.016,Jan
1968-01-06,0.613,0.254,Jan
1968-01-07,0.084,0.254,Jan
1968-01-08,0.201,0.254,Jan
1968-01-09,0.194,0.254,Jan
1968-01-10,1.326,0.254,Jan
1968-01-11,0.012,0.000,Jan
1968-01-12,0.000,0.000,Jan
1968-01-13,0.000,0.000,Jan
1968-01-14,0.000,0.000,Jan
1968-01-15,0.000,0.254,Jan
1968-01-16,0.000,0.000,Jan
1968-01-17,0.000,0.000,Jan
1968-01-18,0.000,0.254,Jan
1968-01-19,0.000,0.254,Jan
1968-01-20,0.396,0.254,Jan
